office-id,office-name,booking-date,product-name,article-count,postage,vas,tax,fm-charges,ps-charges,ss-charges,total_amount,avg-weight
11660511,Ashok Nagar S.O West Godavari,2026-04-01T00:00:00+05:30,Inland Speed Post Document,50,2011,40,362.57,0,2218,0,779.57,2425
11660511,Ashok Nagar S.O West Godavari,2026-04-01T00:00:00+05:30,Speed Post Parcel Domestic,5,565,0,102,0,0,0,667,5712
11660225,Ashoknagar S.O Kurnool,2026-04-01T00:00:00+05:30,Inland Speed Post Document,59,2217,70,398,0,55,1750,1185,1550
11660225,Ashoknagar S.O Kurnool,2026-04-01T00:00:00+05:30,Speed Post Parcel Domestic,1,330,0,60,0,0,0,390,4620
11660226,Aspari S.O,2026-04-01T00:00:00+05:30,Inland Speed Post Document,7,247,0,42,0,0,0,289,260
11660226,Aspari S.O,2026-04-01T00:00:00+05:30,Speed Post Parcel Domestic,2,295,0,54,0,0,0,349,7165
11660723,Atchampet S.O,2026-04-01T00:00:00+05:30,Indiapost parcel Retail,4,176,0,32,0,0,0,208,1863
11660723,Atchampet S.O,2026-04-01T00:00:00+05:30,Inland Speed Post Document,7,129,0,22,0,0,0,151,485
11660723,Atchampet S.O,2026-04-01T00:00:00+05:30,Speed Post Parcel Domestic,5,615,0,110,0,0,0,725,10920
11660452,Atchanta S.O,2026-04-01T00:00:00+05:30,Inland Speed Post Document,3,47,0,8,0,0,0,55,60
11660452,Atchanta S.O,2026-04-01T00:00:00+05:30,Speed Post Parcel Domestic,3,270,0,48,0,0,0,318,4445
11661161,Atchutapuram S.O,2026-04-01T00:00:00+05:30,Indiapost parcel Retail,1,233,5,42,0,0,0,275,6035
11661161,Atchutapuram S.O,2026-04-01T00:00:00+05:30,Inland Speed Post Document,46,2381,0,424,0,0,76,2805,2588
11661161,Atchutapuram S.O,2026-04-01T00:00:00+05:30,Speed Post Parcel Domestic,9,1350,0,244,0,0,0,1594,32356
11107208,Atchutapuratriam B.O,2026-04-01T00:00:00+05:30,Inland Speed Post Document,2,38,0,8,0,5,0,41,40
11660119,Atlur S.O,2026-04-01T00:00:00+05:30,Inland Speed Post Document,2,38,0,6,0,0,0,44,35
11660119,Atlur S.O,2026-04-01T00:00:00+05:30,Speed Post Parcel Domestic,2,185,0,34,0,0,0,219,2485
11660006,Atmakur -ATP- S.O,2026-04-01T00:00:00+05:30,Indiapost parcel Retail,1,281,5,50,0,0,0,331,7720
11660006,Atmakur -ATP- S.O,2026-04-01T00:00:00+05:30,Inland Speed Post Document,77,1722,0,308,0,0,0,2030,1990
11660006,Atmakur -ATP- S.O,2026-04-01T00:00:00+05:30,Speed Post Parcel Domestic,1,290,0,52,0,0,0,342,8370
11660284,Atmakur S.O,2026-04-01T00:00:00+05:30,Indiapost parcel Retail,4,204,0,38,0,90,0,242,4385
11660284,Atmakur S.O,2026-04-01T00:00:00+05:30,Inland Speed Post Document,53,1636,320,296.13,0,1010,75,1892.13,2760
11660284,Atmakur S.O,2026-04-01T00:00:00+05:30,Speed Post Parcel Domestic,15,1290,0,232,0,0,0,1522,17150
11660779,Atmakur SO,2026-04-01T00:00:00+05:30,Indiapost parcel Retail,13,1202,10,216,0,126,0,1418,30550
11660779,Atmakur SO,2026-04-01T00:00:00+05:30,Inland Speed Post Document,111,749,0,130,0,0,127,879,2466
11660779,Atmakur SO,2026-04-01T00:00:00+05:30,Speed Post Parcel Domestic,11,1625,0,292,0,0,0,1917,21672
