office-id,office-name,booking-date,product-name,article-count,postage,vas,tax,fm-charges,ps-charges,ss-charges,total_amount,avg-weight
11660777,Anumasamudrampeta S.O,2026-06-01T00:00:00+05:30,Inland Speed Post Document,3,0,0,0,0,0,0,0,60
11100008,Anumpalli,2026-06-01T00:00:00+05:30,Inland Speed Post Document,1,24,0,4,0,0,0,28,100
11660906,Aphb Colony S.O,2026-06-01T00:00:00+05:30,Inland Speed Post Document,1,47,0,8,0,0,0,55,20
11100416,Appa Rao Street B.O,2026-06-01T00:00:00+05:30,Inland Speed Post Document,5,0,0,0,0,350,0,0,150
11106655,Appalrajupuram B.O,2026-06-01T00:00:00+05:30,Inland Speed Post Document,3,141,0,24,0,0,0,165,30
11106447,Appanapalli B.O,2026-06-01T00:00:00+05:30,Inland Speed Post Document,2,58,0,12,0,0,0,70,40
11102981,Appanna Cheruvu B.O,2026-06-01T00:00:00+05:30,Inland Speed Post Document,1,82,0,14,0,0,0,96,500
11100011,Appilepalli B.O,2026-06-01T00:00:00+05:30,Inland Speed Post Document,1,19,0,4,0,0,0,23,20
11102596,Applayagunta B.O,2026-06-01T00:00:00+05:30,Inland Speed Post Document,1,0,0,0,0,0,0,0,30
11660634,Apsp Colony(Mangalagiri) S.O,2026-06-01T00:00:00+05:30,Indiapost parcel Retail,13,468,0,84,0,0,0,552,1053
11660634,Apsp Colony(Mangalagiri) S.O,2026-06-01T00:00:00+05:30,Inland Speed Post Document,18,999,0,180,0,0,0,1179,2190
11660634,Apsp Colony(Mangalagiri) S.O,2026-06-01T00:00:00+05:30,Speed Post Parcel Domestic,1,65,0,12,0,0,0,77,580
11661489,Apsp Quarters S.O,2026-06-01T00:00:00+05:30,Indiapost parcel Retail,18,648,0,116,0,0,0,764,3024
11661489,Apsp Quarters S.O,2026-06-01T00:00:00+05:30,Inland Speed Post Document,8,306,0,54,0,0,55,360,284
11106656,Aradakota B.O,2026-06-01T00:00:00+05:30,Inland Speed Post Document,1,19,0,4,0,0,0,23,10
11106657,Araku B.O,2026-06-01T00:00:00+05:30,Inland Speed Post Document,1,0,0,0,0,0,0,0,45
11661159,Araku Colony S.O,2026-06-01T00:00:00+05:30,Inland Speed Post Document,1,70,0,12,0,0,0,82,364
11661159,Araku Colony S.O,2026-06-01T00:00:00+05:30,Speed Post Parcel Domestic,14,1550,0,280,0,0,0,1830,16494
