Office ID,Office Name,Booking Date,Product Name,Walk-in Customer,Registered Bulk,On Postal Service,Govt Service,Walk-in Non-Commercial,Non-Commercial,Commercial,E-commerce,PIDPI,Student Mail,Others,Walk-in Commercial,Walk-in E-commerce,Bulk Non-Commercial,Bulk Commercial,Bulk E-commerce,BO Rebooking,Free Active Service,Inter FPO
11660174,Bukkapatnam S.O,01-04-2026,All Products,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11660010,Bukkarayasamudram S.O,01-04-2026,All Products,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11660069,Burakayalakota S.O,01-04-2026,All Products,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11661368,Burja S.O,01-04-2026,All Products,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11101640,Buruzula B.O,01-04-2026,All Products,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11660636,Bus Stand(Guntur) S.O,01-04-2026,All Products,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11660515,Buttayagudem S.O,01-04-2026,All Products,4,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11661074,C.S.Puram S.O,01-04-2026,All Products,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11661369,Calingapatnam S.O,01-04-2026,All Products,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11660288,Chagalamarri S.O,01-04-2026,All Products,19,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11660909,Chagallu S.O,01-04-2026,All Products,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11107910,Chakradwarabandam B.O,01-04-2026,All Products,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11660123,Chakrapunayanipet S.O,01-04-2026,All Products,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11660637,Chalapathi Nagar S.O,01-04-2026,All Products,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11660686,Challapalli S.O,01-04-2026,All Products,21,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11102627,Challavaripalle B.O,01-04-2026,All Products,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11100051,Challavaripalli B.O,01-04-2026,All Products,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11100053,Chandana B.O,01-04-2026,All Products,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11107223,Chandanampalem B.O,01-04-2026,All Products,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11661001,Chandarlapadu S.O,01-04-2026,All Products,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11660946,Chandole S.O,01-04-2026,All Products,2,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11360014,Chandragiri H.O,01-04-2026,All Products,25,20,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11660638,Chandramoulinagar S.O,01-04-2026,All Products,66,8,41,0,2,0,3,0,0,0,1,0,0,0,0,0,0,0,0
11660333,Chapadu S.O,01-04-2026,All Products,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11661370,Chapara S.O,01-04-2026,All Products,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11101648,Chatnihalli B.O,01-04-2026,All Products,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11660947,Chebrole S.O (Guntur),01-04-2026,All Products,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
